Request_ID,Create_Date,Close_Date,Status,Request_Type,Department,Origin,District,Latitude,Longitude,Create_Date_ISO,Close_Date_ISO
516051,1757340840000,1757690820000,Closed,Bulky Items and Debris In The Street,Sanitation Department,Call Center,3,32.3989005,-86.3117817,2025-09-08T14:14:00+00:00,2025-09-12T15:27:00+00:00
516052,1757340840000,,In Progress,City Right-Of-Way,Street Maintenance,Call Center,3,32.3989005,-86.3117817,2025-09-08T14:14:00+00:00,
516048,1757340780000,1757340780000,Closed,Inquiries,Code Enforcement,Call Center,,0.0,0.0,2025-09-08T14:13:00+00:00,2025-09-08T14:13:00+00:00
516049,1757340780000,1757527560000,Closed,Asphalt repairs in the street,Street Maintenance,Call Center,3,32.3989005,-86.3117817,2025-09-08T14:13:00+00:00,2025-09-10T18:06:00+00:00
516050,1757340780000,1757603100000,Closed,Nuisance,Code Enforcement,Website,3,32.3734568,-86.2988972,2025-09-08T14:13:00+00:00,2025-09-11T15:05:00+00:00
516046,1757340720000,,In Progress,Sidewalk,Street Maintenance,Call Center,3,32.4053936,-86.3207233,2025-09-08T14:12:00+00:00,
516047,1757340720000,1757524860000,Closed,City Right-Of-Way,Street Maintenance,Call Center,3,32.3790636,-86.2982205,2025-09-08T14:12:00+00:00,2025-09-10T17:21:00+00:00
516042,1757340660000,1757598840000,Closed,City Right-Of-Way,Street Maintenance,Call Center,3,32.4053936,-86.3207233,2025-09-08T14:11:00+00:00,2025-09-11T13:54:00+00:00
516043,1757340660000,,In Progress,COM Carpentry,Building Maintenance,Call Center,3,32.3765291,-86.3083342,2025-09-08T14:11:00+00:00,
516044,1757340660000,,Open,Internal/Sanitation,Sanitation Department,Call Center,3,32.3765291,-86.3083342,2025-09-08T14:11:00+00:00,
516045,1757340660000,1757690760000,Closed,Bulky Items and Debris In The Street,Sanitation Department,Call Center,3,32.4053936,-86.3207233,2025-09-08T14:11:00+00:00,2025-09-12T15:26:00+00:00
516041,1757340360000,1757538540000,Closed,Nuisance,Code Enforcement,Call Center,5,32.3311825,-86.2640244,2025-09-08T14:06:00+00:00,2025-09-10T21:09:00+00:00
516039,1757340300000,1757347740000,Closed,COM HVAC/Refrigeration,Building Maintenance,Call Center,3,32.398681,-86.2791392,2025-09-08T14:05:00+00:00,2025-09-08T16:09:00+00:00
516040,1757340300000,,Open,Traffic Issues for Montgomery Police Dept,Police Department,Call Center,5,32.3421726,-86.2301245,2025-09-08T14:05:00+00:00,
516037,1757340240000,1757527680000,Closed,Asphalt repairs in the street,Street Maintenance,Call Center,3,32.4053936,-86.3207233,2025-09-08T14:04:00+00:00,2025-09-10T18:08:00+00:00
516038,1757340240000,1757512620000,Closed,COM Electrical,Building Maintenance,Call Center,2,32.4001093,-86.2157553,2025-09-08T14:04:00+00:00,2025-09-10T13:57:00+00:00
516036,1757340180000,1757340300000,Closed,FAQ-Sanitation,Sanitation Department,Website,5,32.3311825,-86.2640244,2025-09-08T14:03:00+00:00,2025-09-08T14:05:00+00:00
516034,1757340060000,1757527680000,Closed,Asphalt repairs in the street,Street Maintenance,Call Center,3,32.4028252,-86.3147841,2025-09-08T14:01:00+00:00,2025-09-10T18:08:00+00:00
516035,1757340060000,,In Progress,Sidewalk,Street Maintenance,Call Center,3,32.4028252,-86.3147841,2025-09-08T14:01:00+00:00,
516033,1757340000000,1757598900000,Closed,City Right-Of-Way,Street Maintenance,Call Center,3,32.4028252,-86.3147841,2025-09-08T14:00:00+00:00,2025-09-11T13:55:00+00:00
516031,1757339820000,1757538840000,Closed,Nuisance,Code Enforcement,Call Center,6,32.3014504,-86.2647715,2025-09-08T13:57:00+00:00,2025-09-10T21:14:00+00:00
516032,1757339820000,,In Progress,Curb/Gutter Clean up (dirt/debris),Street Maintenance,Call Center,6,32.3156241,-86.2414715,2025-09-08T13:57:00+00:00,
516029,1757339580000,1757606700000,Closed,Nuisance,Code Enforcement,Call Center,4,32.3282837,-86.3108733,2025-09-08T13:53:00+00:00,2025-09-11T16:05:00+00:00
516030,1757339580000,1757351100000,Closed,COM Electrical,Building Maintenance,Call Center,3,32.4030073,-86.2711875,2025-09-08T13:53:00+00:00,2025-09-08T17:05:00+00:00
516028,1757339520000,1757606700000,Closed,Nuisance,Code Enforcement,Call Center,4,32.3282814,-86.3106465,2025-09-08T13:52:00+00:00,2025-09-11T16:05:00+00:00
516027,1757339400000,,In Progress,Sidewalk,Street Maintenance,Call Center,2,32.4283013,-86.2774813,2025-09-08T13:50:00+00:00,
516026,1757339340000,,Open,Bulky Items and Debris In The Street,Sanitation Department,Call Center,2,32.4283013,-86.2774813,2025-09-08T13:49:00+00:00,
516025,1757339220000,1757598720000,Closed,City Right-Of-Way,Street Maintenance,Call Center,2,32.4283013,-86.2774813,2025-09-08T13:47:00+00:00,2025-09-11T13:52:00+00:00
516023,1757339040000,,In Progress,Sidewalk,Street Maintenance,Call Center,3,32.407255,-86.3060406,2025-09-08T13:44:00+00:00,
516024,1757339040000,1757527500000,Closed,Asphalt repairs in the street,Street Maintenance,Call Center,3,32.407255,-86.3060406,2025-09-08T13:44:00+00:00,2025-09-10T18:05:00+00:00
516022,1757338980000,1757355240000,Closed,Fire Plumbing,Building Maintenance,Control Panel,3,32.3669606,-86.2868375,2025-09-08T13:43:00+00:00,2025-09-08T18:14:00+00:00
516021,1757338920000,1757527560000,Closed,Street Paving Request,Street Maintenance,Call Center,3,32.4080014,-86.3059504,2025-09-08T13:42:00+00:00,2025-09-10T18:06:00+00:00
516019,1757338860000,,In Progress,Sidewalk,Street Maintenance,Call Center,3,32.4080014,-86.3059504,2025-09-08T13:41:00+00:00,
516020,1757338860000,1757338860000,Closed,FAQ-Municipal Court,FAQ,Call Center,,0.0,0.0,2025-09-08T13:41:00+00:00,2025-09-08T13:41:00+00:00
516018,1757338740000,,In Progress,Sidewalk,Street Maintenance,Call Center,4,32.3597362,-86.3430169,2025-09-08T13:39:00+00:00,
516017,1757338680000,,In Progress,City Right-Of-Way,Street Maintenance,Call Center,4,32.3597362,-86.3430169,2025-09-08T13:38:00+00:00,
516016,1757338620000,,In Progress,Tree Trimming,Urban Forestry,Call Center,4,32.3597362,-86.3430169,2025-09-08T13:37:00+00:00,
516015,1757338500000,,Open,Bulky Items and Debris In The Street,Sanitation Department,Call Center,3,32.3792233,-86.3077368,2025-09-08T13:35:00+00:00,
516014,1757338440000,1757516100000,Closed,Tree Trimming,Urban Forestry,Call Center,3,32.3792233,-86.3077368,2025-09-08T13:34:00+00:00,2025-09-10T14:55:00+00:00
516013,1757338380000,1757527740000,Closed,Asphalt repairs in the street,Street Maintenance,Call Center,3,32.4136294,-86.2971565,2025-09-08T13:33:00+00:00,2025-09-10T18:09:00+00:00
516012,1757338320000,1757538540000,Closed,Nuisance,Code Enforcement,Website,6,32.321796,-86.2539874,2025-09-08T13:32:00+00:00,2025-09-10T21:09:00+00:00
516008,1757338200000,,In Progress,Tree Trimming,Urban Forestry,Call Center,3,32.4136294,-86.2971565,2025-09-08T13:30:00+00:00,
516009,1757338200000,1757538540000,Closed,Nuisance,Code Enforcement,Call Center,7,32.34116715,-86.29195289,2025-09-08T13:30:00+00:00,2025-09-10T21:09:00+00:00
516010,1757338200000,1757338200000,Closed,FAQ-Municipal Court,FAQ,Call Center,,0.0,0.0,2025-09-08T13:30:00+00:00,2025-09-08T13:30:00+00:00
516011,1757338200000,1757527740000,Closed,Asphalt repairs in the street,Street Maintenance,Call Center,3,32.4136294,-86.2971565,2025-09-08T13:30:00+00:00,2025-09-10T18:09:00+00:00
516007,1757338020000,,Open,COM Landscape Issues,Parks & Recreation,Call Center,3,32.4091212,-86.3033033,2025-09-08T13:27:00+00:00,
516006,1757337960000,1757527320000,Closed,Asphalt repairs in the street,Street Maintenance,Call Center,3,32.4091212,-86.3033033,2025-09-08T13:26:00+00:00,2025-09-10T18:02:00+00:00
516004,1757337900000,,In Progress,City Right-Of-Way,Street Maintenance,Call Center,3,32.4091212,-86.3033033,2025-09-08T13:25:00+00:00,
516005,1757337900000,,In Progress,Tree Trimming,Urban Forestry,Call Center,3,32.4091212,-86.3033033,2025-09-08T13:25:00+00:00,
516003,1757337780000,1757337780000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-09-08T13:23:00+00:00,2025-09-08T13:23:00+00:00
516002,1757337660000,,In Progress,Sidewalk,Street Maintenance,Call Center,3,32.4091212,-86.3033033,2025-09-08T13:21:00+00:00,
516001,1757337600000,,In Progress,Street Maintenance Please Call Citizen Back,Street Maintenance Please Call Citizen Back,Call Center,4,32.3274428,-86.3329227,2025-09-08T13:20:00+00:00,
516000,1757335500000,1757512080000,Closed,Nuisance,Code Enforcement,Call Center,1,32.3743879,-86.2687623,2025-09-08T12:45:00+00:00,2025-09-10T13:48:00+00:00
515999,1757335020000,1757335080000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-09-08T12:37:00+00:00,2025-09-08T12:38:00+00:00
515998,1757334840000,1757691660000,Closed,General Sanitation Inquiry,Sanitation Department,Call Center,8,32.3248004,-86.1491416,2025-09-08T12:34:00+00:00,2025-09-12T15:41:00+00:00
515997,1757334720000,1757443920000,Closed,Nuisance,Code Enforcement,Call Center,5,32.3497929,-86.2305184,2025-09-08T12:32:00+00:00,2025-09-09T18:52:00+00:00
515996,1757334420000,1757334420000,Closed,Bulky Items and Debris In The Street,Sanitation Department,Call Center,3,32.4197906,-86.2885527,2025-09-08T12:27:00+00:00,2025-09-08T12:27:00+00:00
515995,1757334240000,1757515380000,Closed,Exchange Damage Container,Sanitation Department,Call Center,8,32.3337673,-86.2028304,2025-09-08T12:24:00+00:00,2025-09-10T14:43:00+00:00
515994,1757334180000,1757533020000,Closed,Bulky Items and Debris In The Street,Sanitation Department,Call Center,1,32.3846143,-86.2524689,2025-09-08T12:23:00+00:00,2025-09-10T19:37:00+00:00
515993,1757334120000,,Open,Leaves and Debris Pick up,Sanitation Department,Call Center,9,32.34846,-86.2035183,2025-09-08T12:22:00+00:00,
515992,1757334060000,1757364180000,Closed,Install New Signs,Traffic Engineering,Call Center,4,32.367624,-86.329843,2025-09-08T12:21:00+00:00,2025-09-08T20:43:00+00:00
515991,1757333880000,1757598720000,Closed,Sight Obstructions,Urban Forestry,Call Center,7,32.3396819,-86.2972659,2025-09-08T12:18:00+00:00,2025-09-11T13:52:00+00:00
515990,1757333700000,,In Progress,Curb/Gutter Clean up (dirt/debris),Street Maintenance,Call Center,9,32.3422625,-86.1968993,2025-09-08T12:15:00+00:00,
515989,1757333580000,1757363100000,Closed,COM Carpentry,Building Maintenance,Call Center,3,32.3792434,-86.3150233,2025-09-08T12:13:00+00:00,2025-09-08T20:25:00+00:00
515988,1757333460000,1757333520000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-09-08T12:11:00+00:00,2025-09-08T12:12:00+00:00
515987,1757333400000,,Open,Traffic Issues for Montgomery Police Dept,Police Department,Call Center,6,32.3193514,-86.248288,2025-09-08T12:10:00+00:00,
515986,1757333340000,1757333340000,Closed,Nuisance,Code Enforcement,Call Center,2,32.4056741,-86.1933244,2025-09-08T12:09:00+00:00,2025-09-08T12:09:00+00:00
515985,1757333220000,1757338800000,Closed,Fire Plumbing,Building Maintenance,Call Center,3,32.3669606,-86.2868375,2025-09-08T12:07:00+00:00,2025-09-08T13:40:00+00:00
515984,1757333040000,1757342160000,Closed,City Jail Plumbing,City Jail Internal Building Maintenance,Call Center,3,32.3819047,-86.2979896,2025-09-08T12:04:00+00:00,2025-09-08T14:36:00+00:00
515983,1757322840000,1757340420000,Closed,Duplicated Service Request,Code Enforcement,Website,1,32.3721457,-86.2200815,2025-09-08T09:14:00+00:00,2025-09-08T14:07:00+00:00
515982,1757317200000,,In Progress,Nuisance,Code Enforcement,Website,6,32.3265991,-86.2544341,2025-09-08T07:40:00+00:00,
515981,1757292000000,1757425920000,Closed,Nuisance,Code Enforcement,Website,2,32.3892263,-86.2266458,2025-09-08T00:40:00+00:00,2025-09-09T13:52:00+00:00
515980,1757277600000,,Open,COM Grass Issues,Parks & Recreation,Citibot,3,32.3772445,-86.2811941,2025-09-07T20:40:00+00:00,
515979,1757272740000,1757424360000,Closed,Nuisance,Code Enforcement,Website,7,32.3527437,-86.2869705,2025-09-07T19:19:00+00:00,2025-09-09T13:26:00+00:00
515978,1757272620000,,In Progress,Sidewalk,Street Maintenance,Website,7,32.3533473,-86.2875537,2025-09-07T19:17:00+00:00,
515977,1757272560000,,In Progress,Sidewalk,Street Maintenance,Website,7,32.3536214,-86.2597242,2025-09-07T19:16:00+00:00,
515976,1757272500000,1757355000000,Closed,Nuisance,Code Enforcement,Website,5,32.3560363,-86.2197406,2025-09-07T19:15:00+00:00,2025-09-08T18:10:00+00:00
515975,1757272380000,,Open,Street Sweepers,Sanitation Department,Website,7,32.3642173,-86.2667454,2025-09-07T19:13:00+00:00,
515974,1757272320000,1757443860000,Closed,Pothole Repairing,Street Maintenance,Website,5,32.346561,-86.2269397,2025-09-07T19:12:00+00:00,2025-09-09T18:51:00+00:00
515973,1757272260000,1757421360000,Closed,Nuisance,Code Enforcement,Website,8,32.3393045,-86.2143099,2025-09-07T19:11:00+00:00,2025-09-09T12:36:00+00:00
515972,1757272200000,1757424600000,Closed,Nuisance,Code Enforcement,Website,5,32.3277115,-86.2537337,2025-09-07T19:10:00+00:00,2025-09-09T13:30:00+00:00
515971,1757272140000,1757424660000,Closed,Nuisance,Code Enforcement,Website,1,32.382478,-86.2034728,2025-09-07T19:09:00+00:00,2025-09-09T13:31:00+00:00
515970,1757272080000,1757340420000,Closed,Duplicated Service Request,Code Enforcement,Website,1,32.3721457,-86.2200815,2025-09-07T19:08:00+00:00,2025-09-08T14:07:00+00:00
515969,1757272020000,1757527740000,Closed,Privacy Fence,Planning Department,Website,3,32.37193,-86.283507,2025-09-07T19:07:00+00:00,2025-09-10T18:09:00+00:00
515968,1757271960000,,Open,Graffiti - City Property,Building Maintenance,Website,1,32.3831812,-86.18643,2025-09-07T19:06:00+00:00,
515967,1757271900000,1757425740000,Closed,Nuisance,Code Enforcement,Website,1,32.3829278,-86.2035675,2025-09-07T19:05:00+00:00,2025-09-09T13:49:00+00:00
515966,1757268060000,1757356680000,Closed,General Repairs,Code Enforcement,Website,5,32.3481696,-86.2511995,2025-09-07T18:01:00+00:00,2025-09-08T18:38:00+00:00
515965,1757188020000,,In Progress,Pothole Repairing,Street Maintenance,Website,7,32.3519872,-86.2646414,2025-09-06T19:47:00+00:00,
515964,1757179500000,,In Progress,Request Cleaning,Street Maintenance,Website,5,32.34504291,-86.23643203,2025-09-06T17:25:00+00:00,
515963,1757110920000,,In Progress,Nuisance,Code Enforcement,Website,3,32.3757878,-86.2718943,2025-09-05T22:22:00+00:00,
515962,1757110860000,,In Progress,Nuisance,Code Enforcement,Website,2,32.3898644,-86.2388308,2025-09-05T22:21:00+00:00,
515961,1757109360000,1757109360000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-09-05T21:56:00+00:00,2025-09-05T21:56:00+00:00
515960,1757109120000,1757109120000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-09-05T21:52:00+00:00,2025-09-05T21:52:00+00:00
515959,1757107800000,1757107800000,Closed,Repair or Replace Damaged/ Missing Signs,Traffic Engineering,Control Panel,3,32.3743243,-86.2995214,2025-09-05T21:30:00+00:00,2025-09-05T21:30:00+00:00
515958,1757107560000,1757107560000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-09-05T21:26:00+00:00,2025-09-05T21:26:00+00:00
515957,1757106420000,1757106420000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-09-05T21:07:00+00:00,2025-09-05T21:07:00+00:00
515956,1757106000000,,In Progress,Nuisance,Code Enforcement,Call Center,4,32.3505029,-86.3184688,2025-09-05T21:00:00+00:00,
515955,1757105760000,,In Progress,Asphalt repairs in the street,Street Maintenance,Call Center,7,32.3546519,-86.2531431,2025-09-05T20:56:00+00:00,
515954,1757105460000,1757105460000,Closed,Duplicated Service Request,Code Enforcement,Call Center,4,32.3542343,-86.3238928,2025-09-05T20:51:00+00:00,2025-09-05T20:51:00+00:00
515953,1757105400000,,In Progress,Nuisance,Code Enforcement,Call Center,,0.0,0.0,2025-09-05T20:50:00+00:00,
515952,1757105220000,,Open,Business in Residential District,Planning Department,Call Center,1,32.3856652,-86.2311756,2025-09-05T20:47:00+00:00,
515951,1757104800000,,Open,Leaves and Debris Pick up,Sanitation Department,Call Center,2,32.4249304,-86.2703477,2025-09-05T20:40:00+00:00,
515950,1757104380000,1757104380000,Closed,Inquiries,Sanitation Department,Call Center,,0.0,0.0,2025-09-05T20:33:00+00:00,2025-09-05T20:33:00+00:00
515949,1757104260000,,Open,Litter Problems for paper and Other Small Items (DO NOT USE FOR BULKY ITEMS),Sanitation Department,Call Center,3,32.3673162,-86.2712747,2025-09-05T20:31:00+00:00,
515948,1757104200000,,Open,Broken utility poles,Engineering Department,Call Center,2,32.4092881,-86.2596382,2025-09-05T20:30:00+00:00,
515946,1757104140000,,Open,Litter Problems for paper and Other Small Items (DO NOT USE FOR BULKY ITEMS),Sanitation Department,Call Center,7,32.3640321,-86.2831192,2025-09-05T20:29:00+00:00,
515947,1757104140000,,In Progress,Nuisance,Code Enforcement,Website,1,32.3856652,-86.2311756,2025-09-05T20:29:00+00:00,
515944,1757104020000,,In Progress,Curb and Gutter Lines- Concrete Repair,Street Maintenance,Call Center,3,32.4230867,-86.2924418,2025-09-05T20:27:00+00:00,
515945,1757104020000,1757104020000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-09-05T20:27:00+00:00,2025-09-05T20:27:00+00:00
515942,1757103960000,,In Progress,Demolition(House),Code Enforcement,Call Center,3,32.422002,-86.2962185,2025-09-05T20:26:00+00:00,
515943,1757103960000,1757104140000,Closed,City Right-Of-Way,Street Maintenance,Call Center,3,32.3673162,-86.2712747,2025-09-05T20:26:00+00:00,2025-09-05T20:29:00+00:00
515941,1757103900000,,In Progress,Demolition(House),Code Enforcement,Call Center,3,32.4243643,-86.2957423,2025-09-05T20:25:00+00:00,
515940,1757103060000,1757103060000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-09-05T20:11:00+00:00,2025-09-05T20:11:00+00:00
515939,1757102100000,1757102100000,Closed,Duplicated Service Request,Code Enforcement,Call Center,4,32.3505685,-86.3178458,2025-09-05T19:55:00+00:00,2025-09-05T19:55:00+00:00
515938,1757102040000,1757335020000,Closed,Nuisance,Code Enforcement,Call Center,1,32.3721457,-86.2200815,2025-09-05T19:54:00+00:00,2025-09-08T12:37:00+00:00
515937,1757101980000,,In Progress,Nuisance,Code Enforcement,Call Center,4,32.3513024,-86.3185129,2025-09-05T19:53:00+00:00,
515936,1757101860000,1757101860000,Closed,Duplicated Service Request,Code Enforcement,Call Center,6,32.3163334,-86.21391,2025-09-05T19:51:00+00:00,2025-09-05T19:51:00+00:00
515935,1757100600000,,In Progress,Nuisance,Code Enforcement,Call Center,9,32.3501707,-86.1984241,2025-09-05T19:30:00+00:00,
515934,1757099940000,1757099940000,Closed,Inquiries,Planning Department,Call Center,,0.0,0.0,2025-09-05T19:19:00+00:00,2025-09-05T19:19:00+00:00
515933,1757098980000,1757098980000,Closed,Inquiries,Code Enforcement,Call Center,,0.0,0.0,2025-09-05T19:03:00+00:00,2025-09-05T19:03:00+00:00
515932,1757098500000,,In Progress,Nuisance,Code Enforcement,Call Center,3,32.3732576,-86.2750049,2025-09-05T18:55:00+00:00,
515931,1757097900000,,In Progress,Utility Street cuts,Street Maintenance,Call Center,7,32.3546119,-86.2575296,2025-09-05T18:45:00+00:00,
515930,1757097720000,1757097720000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-09-05T18:42:00+00:00,2025-09-05T18:42:00+00:00
515929,1757097360000,1757097360000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-09-05T18:36:00+00:00,2025-09-05T18:36:00+00:00
515928,1757096580000,,Open,Request A New Container,Sanitation Department,Call Center,7,32.3300138,-86.2881842,2025-09-05T18:23:00+00:00,
515927,1757096100000,,Open,Utility Issues,Inspections Department,Call Center,5,32.3560297,-86.222027,2025-09-05T18:15:00+00:00,
515926,1757095740000,1757096820000,Closed,Inquiries,Sanitation Department,Call Center,,0.0,0.0,2025-09-05T18:09:00+00:00,2025-09-05T18:27:00+00:00
